Timestamp,Egg ID,Type,Position,Size,Area,Aspect Ratio,Roundness
2025-03-19 10:00:06,59,Bad Egg,"(399, 344)","(129, 102)",4110.5,1.2647058823529411,0.23380324951693815
2025-03-19 10:00:06,58,Bad Egg,"(334, 313)","(86, 49)",1098.0,1.7551020408163265,0.07601399759748474
2025-03-19 10:00:06,57,Good Egg,"(184, 348)","(139, 35)",2907.5,3.9714285714285715,0.34925762288903583
2025-03-19 10:00:06,60,Bad Egg,"(535, 326)","(57, 32)",831.0,1.78125,0.3362589865062753
2025-03-19 10:00:06,61,Bad Egg,"(403, 343)","(128, 102)",4171.0,1.2549019607843137,0.23220697032122173
2025-03-19 10:00:06,57,Bad Egg,"(186, 326)","(236, 57)",4079.5,4.140350877192983,0.1176042340062774
2025-03-19 10:00:06,57,Good Egg,"(186, 348)","(138, 35)",2923.5,3.942857142857143,0.29639082305961373
2025-03-19 10:00:06,62,Bad Egg,"(538, 326)","(57, 32)",852.0,1.78125,0.4092738214802296
2025-03-19 10:00:06,63,Bad Egg,"(325, 310)","(99, 51)",1794.0,1.9411764705882353,0.23062715005483975
2025-03-19 10:00:06,62,Bad Egg,"(538, 326)","(58, 32)",841.5,1.8125,0.3176072356558793
2025-03-19 10:00:06,63,Bad Egg,"(319, 308)","(105, 53)",1791.5,1.9811320754716981,0.14295702359191007
2025-03-19 10:00:06,64,Good Egg,"(187, 348)","(154, 35)",2955.5,4.4,0.25025543461049843
2025-03-19 10:00:06,65,Bad Egg,"(405, 343)","(129, 102)",4179.5,1.2647058823529411,0.1938933581374991
2025-03-19 10:00:06,66,Good Egg,"(399, 258)","(25, 34)",522.0,0.7352941176470589,0.665850973628081
2025-03-19 10:00:06,64,Bad Egg,"(189, 309)","(237, 57)",1820.0,4.157894736842105,0.05140488705273983
2025-03-19 10:00:06,67,Bad Egg,"(541, 326)","(57, 33)",866.5,1.7272727272727273,0.3171349972662962
2025-03-19 10:00:06,68,Good Egg,"(191, 347)","(146, 35)",2927.0,4.171428571428572,0.30080698834446123
2025-03-19 10:00:06,69,Bad Egg,"(338, 308)","(91, 53)",986.5,1.7169811320754718,0.047362780667956475
2025-03-19 10:00:06,70,Bad Egg,"(543, 328)","(57, 32)",854.0,1.78125,0.4002741606251031
2025-03-19 10:00:06,71,Bad Egg,"(191, 310)","(238, 72)",4613.5,3.3055555555555554,0.09681634570786687
2025-03-19 10:00:06,72,Good Egg,"(403, 259)","(25, 33)",501.0,0.7575757575757576,0.6609459444316781
2025-03-19 10:00:06,73,Bad Egg,"(339, 311)","(90, 51)",1783.5,1.7647058823529411,0.19966343156795305
2025-03-19 10:00:06,74,Bad Egg,"(413, 345)","(121, 102)",4100.5,1.1862745098039216,0.2117116744185204
2025-03-19 10:00:06,75,Bad Egg,"(541, 328)","(57, 32)",847.5,1.78125,0.3257609326324895
2025-03-19 10:00:06,76,Good Egg,"(188, 349)","(136, 35)",2952.0,3.8857142857142857,0.3622096977976152
2025-03-19 10:00:06,75,Bad Egg,"(540, 328)","(57, 33)",890.0,1.7272727272727273,0.2717927107593622
2025-03-19 10:00:06,77,Bad Egg,"(338, 311)","(88, 52)",574.0,1.6923076923076923,0.02041457467066095
2025-03-19 10:00:06,78,Good Egg,"(401, 260)","(24, 32)",504.0,0.75,0.7051844795551456
2025-03-19 10:00:06,76,Good Egg,"(190, 349)","(136, 34)",2960.0,4.0,0.39240295825761984
2025-03-19 10:00:06,77,Bad Egg,"(335, 311)","(94, 52)",1145.0,1.8076923076923077,0.06362068516782589
2025-03-19 10:00:06,76,Good Egg,"(191, 349)","(135, 35)",2904.0,3.857142857142857,0.33240208450922587
2025-03-19 10:00:06,79,Bad Egg,"(542, 329)","(58, 32)",864.0,1.8125,0.3890547936056425
2025-03-19 10:00:06,77,Bad Egg,"(327, 311)","(101, 52)",726.0,1.9423076923076923,0.027537417749156697
2025-03-19 10:00:06,76,Good Egg,"(191, 349)","(135, 35)",2904.0,3.857142857142857,0.33240208450922587
2025-03-19 10:00:06,79,Bad Egg,"(542, 329)","(58, 32)",864.0,1.8125,0.3890547936056425
2025-03-19 10:00:06,77,Bad Egg,"(327, 311)","(101, 52)",726.0,1.9423076923076923,0.027537417749156697
2025-03-19 10:00:06,79,Bad Egg,"(543, 329)","(57, 32)",833.0,1.78125,0.21952234748037752
2025-03-19 10:00:06,77,Bad Egg,"(349, 312)","(79, 52)",1279.5,1.5192307692307692,0.14353432628743493
2025-03-19 10:00:06,80,Bad Egg,"(409, 346)","(128, 102)",4121.0,1.2549019607843137,0.23203993228174463
2025-03-19 10:00:06,79,Bad Egg,"(543, 329)","(57, 33)",864.0,1.7272727272727273,0.40089437923021437
2025-03-19 10:00:06,81,Bad Egg,"(191, 308)","(237, 76)",4653.5,3.1184210526315788,0.09807529327554937
2025-03-19 10:00:06,82,Good Egg,"(191, 349)","(134, 34)",2927.5,3.9411764705882355,0.38250183242562136
2025-03-19 10:00:06,79,Bad Egg,"(543, 329)","(57, 32)",852.5,1.78125,0.3983895098253948
2025-03-19 10:00:06,82,Good Egg,"(192, 349)","(134, 34)",2899.5,3.9411764705882355,0.38463363835974723
2025-03-19 10:00:06,83,Good Egg,"(403, 260)","(25, 33)",512.0,0.7575757575757576,0.6379460934888624
2025-03-19 10:00:06,84,Bad Egg,"(543, 329)","(57, 32)",878.0,1.78125,0.42355872571450937
2025-03-19 10:00:06,82,Bad Egg,"(192, 311)","(237, 72)",1398.5,3.2916666666666665,0.014093286213162578
